street	direction	days_list	hours	limits	days	weekdays	start_time	end_time	simple_rules	street_geometry
Barrow St	West	Tu and F	10:00 AM to 12:00 PM	Canal St to Newark Av	"tu", "fr"	["tu", "fr"]	10:00	12:00	"properties": {"street_name": "Barrow","street_suffix": "St","sign_title": "Street Sweeping","start_time": 10,"end_time": 12,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{"type":"FeatureCollection","features":[{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.057486,40.717339],[-74.057041,40.716176]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.04716,40.716476],[-74.047007,40.716757]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.046945,40.716905],[-74.046663,40.717416]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.04657,40.717577],[-74.046298,40.718088]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.04625,40.718249],[-74.045972,40.718747]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.045903,40.718902],[-74.0456,40.719415]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.045519,40.719577],[-74.045243,40.720086]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.045154,40.720289],[-74.044852,40.720831]]}}]}
Bartholdi Av	North	M and Th	10:00 AM to 12:00 PM	Kennedy Blvd to Sullivan Dr	"mo", "th"	["mo", "th"]	10:00	12:00	"properties": {"street_name": "Bartholdi","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 10,"end_time": 12,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{"type":"FeatureCollection","features":[{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.097311,40.697519],[-74.098374,40.698779]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.098518,40.698951],[-74.099858,40.700626]]}}]}
Bartholdi Av	South	Tu and F	10:00 AM to 12:00 PM	Kennedy Blvd to Sullivan Dr	"tu", "fr"	["tu", "fr"]	10:00	12:00	"properties": {"street_name": "Bartholdi","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 10,"end_time": 12,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{"type":"FeatureCollection","features":[{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.097467,40.697441],[-74.098508,40.698698]]}}]}
Bartholdi Av	South	M and Th	1:00 PM to 3:00 PM	Kennedy Blvd to Ocean Av	"mo", "th"	["mo", "th"]	13:00	15:00	"properties": {"street_name": "Bartholdi","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 13,"end_time": 15,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{"type":"FeatureCollection","features":[{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.093757,40.69322],[-74.094844,40.694406]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.094979,40.694582],[-74.097222,40.697257]]}}]}
Bartholdi Av	North	Tu and F	1:00 PM to 3:00 PM	Kennedy Blvd to Ocean Av	"tu", "fr"	["tu", "fr"]	13:00	15:00	"properties": {"street_name": "Bartholdi","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 13,"end_time": 15,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{"type":"FeatureCollection","features":[{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.093658,40.693289],[-74.094769,40.694505]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.094875,40.69468],[-74.097118,40.697327]]}}]}
Bates St	East	M and Th	1:00 PM to 3:00 PM	Entire length	"mo", "th"	["mo", "th"]	13:00	15:00	"properties": {"street_name": "Bates","street_suffix": "St","sign_title": "Street Sweeping","start_time": 13,"end_time": 15,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{"type":"FeatureCollection","features":[{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.054104,40.719236],[-74.053814,40.718585]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.053766,40.718459],[-74.053852,40.717874]]}}]}
Bates St	West	Tu and F	1:00 PM to 3:00 PM	Entire length	"tu", "fr"	["tu", "fr"]	13:00	15:00	"properties": {"street_name": "Bates","street_suffix": "St","sign_title": "Street Sweeping","start_time": 13,"end_time": 15,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	none
Bay St	North	M	1:00 PM to 3:00 PM	Marin Blvd to Greene St	"mo"	["mo"]	13:00	15:00	"properties": {"street_name": "Bay","street_suffix": "St","sign_title": "Street Sweeping","start_time": 13,"end_time": 15,"sign_days": ["M"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{"type":"FeatureCollection","features":[{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.035229,40.720177],[-74.036517,40.720303]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.036785,40.720347],[-74.038244,40.720494]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.038432,40.720624],[-74.039338,40.720693]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.039545,40.720719],[-74.04095,40.720849]]}}]}
Bay St	South	Tu	1:00 PM to 3:00 PM	Marin Blvd to Greene St	"tu"	["tu"]	13:00	15:00	"properties": {"street_name": "Bay","street_suffix": "St","sign_title": "Street Sweeping","start_time": 13,"end_time": 15,"sign_days": ["Tu"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{"type":"FeatureCollection","features":[{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.035225,40.720071],[-74.036537,40.720209]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.036805,40.720231],[-74.038244,40.720399]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.038448,40.720511],[-74.039353,40.720594]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.039557,40.720615],[-74.040948,40.720739]]}}]}
Bay St	South	M—Th	7:00 AM to 8:00 AM	Newark Av to Erie St	"mo", "tu", "we", "th"	["mo", "tu", "we", "th"]	7:00	8:00	"properties": {"street_name": "Bay","street_suffix": "St","sign_title": "Street Sweeping","start_time": 7,"end_time": 8,"sign_days": ["M", "Tu", "W", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [[-74.042884, 40.72088], [-74.044295, 40.720998]]       }     }   ] }
Bay St	North	Tu—F	7:00 AM to 8:00 AM	Newark Av to Erie St	"tu", "we", " th", "fr"	["tu", "we", " th", "fr"]	7:00	8:00	"properties": {"street_name": "Bay","street_suffix": "St","sign_title": "Street Sweeping","start_time": 7,"end_time": 8,"sign_days": ["Tu", "W", " Th", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{   "type": "FeatureCollection",   "features": [     {       "type": "Feature",       "properties": {},       "geometry": {         "type": "LineString",         "coordinates": [           [             -74.04285460710526,             40.721012164221115           ],           [             -74.04427081346512,             40.721121937122184           ]         ]       }     }   ] }
Bayside Park Dr	North	M and Th	10:00 AM to 12:00 PM	Entire length	"mo", "th"	["mo", "th"]	10:00	12:00	"properties": {"street_name": "Bayside Park","street_suffix": "Dr","sign_title": "Street Sweeping","start_time": 10,"end_time": 12,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{"type":"FeatureCollection","features":[{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.08132,40.698392],[-74.081707,40.69888]]}}]}
Bayside Park Dr	South	Tu and F	10:00 AM to 12:00 PM	Entire length	"tu", "fr"	["tu", "fr"]	10:00	12:00	"properties": {"street_name": "Bayside Park","street_suffix": "Dr","sign_title": "Street Sweeping","start_time": 10,"end_time": 12,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	none
Bayside Pl	West	M and Th	10:00 AM to 12:00 PM	Fulton Av to dead end	"mo", "th"	["mo", "th"]	10:00	12:00	"properties": {"street_name": "Bayside","street_suffix": "Pl","sign_title": "Street Sweeping","start_time": 10,"end_time": 12,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{"type":"FeatureCollection","features":[{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.081068,40.700455],[-74.08043,40.700805]]}}]}
Bayside Pl	East	M and Th	10:00 AM to 12:00 PM	Fulton Av to dead end	"mo", "th"	["mo", "th"]	10:00	12:00	"properties": {"street_name": "Bayside","street_suffix": "Pl","sign_title": "Street Sweeping","start_time": 10,"end_time": 12,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{"type":"FeatureCollection","features":[{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.080963,40.700379],[-74.080289,40.700756]]}}]}
Bayside Ter	East	M and Th	10:00 AM to 12:00 PM	Entire length	"mo", "th"	["mo", "th"]	10:00	12:00	"properties": {"street_name": "Bayside","street_suffix": "Ter","sign_title": "Street Sweeping","start_time": 10,"end_time": 12,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	none
Bayside Ter	West	Tu and F	10:00 AM to 12:00 PM	Entire length	"tu", "fr"	["tu", "fr"]	10:00	12:00	"properties": {"street_name": "Bayside","street_suffix": "Ter","sign_title": "Street Sweeping","start_time": 10,"end_time": 12,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{"type":"FeatureCollection","features":[{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.079515,40.699554],[-74.08113,40.6985]]}}]}
Bayview Av	South	M and Th	3:00 PM to 5:00 PM	Bergen Av to Garfield Av	"mo", "th"	["mo", "th"]	15:00	17:00	"properties": {"street_name": "Bayview","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 15,"end_time": 17,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{"type":"FeatureCollection","features":[{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.085113,40.708353],[-74.08345,40.707246]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.083262,40.707112],[-74.080483,40.705282],[-74.079593,40.704623]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.079427,40.704485],[-74.07676,40.70246]]}}]}
Bayview Av	North	Tu and F	3:00 PM to 5:00 PM	Bergen Av to Garfield Av	"tu", "fr"	["tu", "fr"]	15:00	17:00	"properties": {"street_name": "Bayview","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 15,"end_time": 17,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{"type":"FeatureCollection","features":[{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.085006,40.708463],[-74.083359,40.707371]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.083111,40.707221],[-74.080405,40.705439],[-74.079466,40.704745]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.079305,40.704617],[-74.078526,40.704002]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.078391,40.703936],[-74.078198,40.703798]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.078026,40.703652],[-74.076632,40.70261]]}}]}
Beach St	North	M and Th	8:00 AM to 10:00 AM	Summit Av to Tonnele Av	"mo", "th"	["mo", "th"]	8:00	10:00	"properties": {"street_name": "Beach","street_suffix": "St","sign_title": "Street Sweeping","start_time": 8,"end_time": 10,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{"type":"FeatureCollection","features":[{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.0619,40.746259],[-74.060114,40.745524]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.059899,40.745448],[-74.058344,40.744806]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.058072,40.744708],[-74.056162,40.743915]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.056,40.743847],[-74.055104,40.743489]]}}]}
Beach St	South	Tu and F	8:00 AM to 10:00 AM	Summit Av to Tonnele Av	"tu", "fr"	["tu", "fr"]	8:00	10:00	"properties": {"street_name": "Beach","street_suffix": "St","sign_title": "Street Sweeping","start_time": 8,"end_time": 10,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{"type":"FeatureCollection","features":[{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.06191,40.746112],[-74.060148,40.745396]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.059969,40.745304],[-74.058445,40.74469]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.058179,40.744573],[-74.056274,40.743825]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.056054,40.743737],[-74.055022,40.743312]]}}]}
Beacon Av	North	M and Th	1:00 PM to 3:00 PM	Palisade Av to Kennedy Blvd	"mo", "th"	["mo", "th"]	13:00	15:00	"properties": {"street_name": "Beacon","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 13,"end_time": 15,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{"type":"FeatureCollection","features":[{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.050369,40.734766],[-74.052144,40.735664]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.052363,40.735818],[-74.053618,40.736436]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.05387,40.736584],[-74.055126,40.737226]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.055386,40.737372],[-74.05806,40.738779]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.058268,40.738868],[-74.060156,40.739384]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.060442,40.73956],[-74.061505,40.739971]]}}]}
Beacon Av	South	Tu and F	1:00 PM to 3:00 PM	Palisade Av to Kennedy Blvd	"tu", "fr"	["tu", "fr"]	13:00	15:00	"properties": {"street_name": "Beacon","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 13,"end_time": 15,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{"type":"FeatureCollection","features":[{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.052288,40.735552],[-74.050502,40.734626]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.052511,40.735695],[-74.053731,40.736342]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.053934,40.736469],[-74.055239,40.737122]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.05547,40.737268],[-74.058166,40.738681]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.058392,40.738735],[-74.060245,40.739231]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.060492,40.739406],[-74.061605,40.739878]]}}]}
Belmont Av	North	M and Th	8:00 AM to 10:00 AM	Summit Av to Monticello Av	"mo", "th"	["mo", "th"]	8:00	10:00	"properties": {"street_name": "Belmont","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 8,"end_time": 10,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{"type":"FeatureCollection","features":[{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.070733487606049,40.720089251560431],[-74.069134891033173,40.719371647631327]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.069054424762726,40.71933708860665],[-74.06760603189467,40.7186804637285]]}}]}
Belmont Av	South	Tu and F	8:00 AM to 10:00 AM	Summit Av to Monticello Av	"tu", "fr"	["tu", "fr"]	8:00	10:00	"properties": {"street_name": "Belmont","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 8,"end_time": 10,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{"type":"FeatureCollection","features":[{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.067619442939758,40.718570686801144],[-74.069153666496277,40.719235444312382]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.069252908229828,40.719296430907555],[-74.070805907249451,40.7199916741435]]}}]}
Belmont Av	South	M and Th	1:00 PM to 3:00 PM	Monticello Av to Kennedy Blvd	"mo", "th"	["mo", "th"]	13:00	15:00	"properties": {"street_name": "Belmont","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 13,"end_time": 15,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{"type":"FeatureCollection","features":[{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.070876,40.720193],[-74.072603,40.720913]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.07286,40.721022],[-74.075355,40.72212]]}}]}
Belmont Av	North	Tu and F	1:00 PM to 3:00 PM	Monticello Av to Kennedy Blvd	"tu", "fr"	["tu", "fr"]	13:00	15:00	"properties": {"street_name": "Belmont","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 13,"end_time": 15,"sign_days": ["Tu", "F"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{"type":"FeatureCollection","features":[{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.07098,40.720058],[-74.072687,40.720799]]}},{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.072969,40.720911],[-74.075455,40.722003]]}}]}
Belvidere Av	East	M and Th	8:00 AM to 10:00 AM	Communipaw Av to dead end	"mo", "th"	["mo", "th"]	8:00	10:00	"properties": {"street_name": "Belvidere","street_suffix": "Av","sign_title": "Street Sweeping","start_time": 8,"end_time": 10,"sign_days": ["M", "Th"],"neighborhood_name": "","other_rules": "","parking_zone": "None"},	{"type":"FeatureCollection","features":[{"type":"Feature","properties":{},"geometry":{"type":"LineString","coordinates":[[-74.083618,40.721927],[-74.083022,40.722736]]}}]}
